id,title,public_type,specific_type,decision,confidence,current_subjects,proposed_subjects,add,remove,taxonomy_gap,rationale,summary,source_path
hans-jenny,Hans Jenny,person,person,retain,high,sound|form|morphogenesis,sound|form|morphogenesis,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Swiss physician and researcher who coined cymatics, the study of visible sound and vibration.",content/library/person/hans-jenny/index.md
hans-joachim-roedelius,Hans-Joachim Roedelius,person,person,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","German electronic musician, co-founder of the Zodiak Free Arts Lab, Kluster, Cluster, and Harmonia.",content/library/person/hans-joachim-roedelius/index.md
harry-partch,Harry Partch,person,person,retain,high,tuning|number|instruments,tuning|number|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",American composer and instrument builder; the central figure in the 20th-century revival of just intonation.,content/library/person/harry-partch/index.md
heinz-von-foerster,Heinz von Foerster,person,person,change,medium,cybernetics|feedback|perception,cybernetics|computation|perception,computation,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.",Austrian-American physicist and cybernetician; founder of second-order cybernetics and the Biological Computer Laboratory.,content/library/person/heinz-von-foerster/index.md
herbert-brun,Herbert Brün,person,person,retain,high,computation|sound|cybernetics,computation|sound|cybernetics,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Cybernetician, composer and visual artist.",content/library/person/herbert-brun/index.md
herbie-hancock,Herbie Hancock,person,person,retain,high,sound|computation|instruments,sound|computation|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","American jazz musician who brought Moog modular synthesis into jazz with his Mwandishi sextet, and later fused electronic production with hip-hop on Future Shock.",content/library/person/herbie-hancock/index.md
hermann-von-helmholtz,Hermann von Helmholtz,person,person,retain,high,sound|perception|tuning,sound|perception|tuning,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",German physicist and physician; founder of modern acoustics and the physiological study of tone perception.,content/library/person/hermann-von-helmholtz/index.md
hildegard-westerkamp,Hildegard Westerkamp,person,person,retain,high,sound|perception|space,sound|perception|space,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","German-Canadian composer, World Soundscape Project member, and co-founder of the World Forum for Acoustic Ecology.",content/library/person/hildegard-westerkamp/index.md
hiroshi-yoshimura,Hiroshi Yoshimura,person,person,retain,high,sound|space|perception,sound|space|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Japanese composer central to kankyo ongaku (environmental music), pairing sound with everyday space and pace.",content/library/person/hiroshi-yoshimura/index.md
hugh-davies,Hugh Davies,person,person,retain,high,sound|instruments,sound|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","British experimental musician and instrument builder, Stockhausen's personal assistant in Cologne before founding Goldsmiths' Electronic Music Studios.",content/library/person/hugh-davies/index.md
humberto-maturana,Humberto Maturana,person,person,change,medium,cybernetics|perception|feedback,morphogenesis|cybernetics|perception,morphogenesis,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","Chilean biologist; co-originator, with Francisco Varela, of the concept of autopoiesis.",content/library/person/humberto-maturana/index.md
iannis-xenakis,Iannis Xenakis,person,person,change,review,number|form|sound,number|form|computation|sound|space,computation|space,,,"Adds Computation, Space because the record explicitly concerns algorithms, programming, formal processing, or machine computation; spatial organization, geometry, environments, distribution, or spatialization.","Composer and architect utilizing game theory, stochastic processes, set theory",content/library/person/iannis-xenakis/index.md
